iter	Logloss
250	0.438779209
251	0.438597223
252	0.438365107
253	0.4381117199
254	0.4379382341
255	0.4377605604
256	0.4375894795
257	0.4372916014
258	0.436957152
259	0.4367675781
260	0.4364573437
261	0.436340332
262	0.4360362343
263	0.4358483605
264	0.4356632233
265	0.4354883277
266	0.4352481262
267	0.4350457399
268	0.4349305526
269	0.4346631092
270	0.4344857672
271	0.4341346907
272	0.4338373516
273	0.4336557388
274	0.4334030981
275	0.4331274033
276	0.4329183827
277	0.4326812081
278	0.43255014
279	0.4323570003
280	0.4321785802
281	0.4318018374
282	0.4315416087
283	0.4313012828
284	0.4311466217
285	0.4310017876
286	0.430859856
287	0.4308447631
288	0.4306297302
289	0.4303374083
290	0.4300613403
291	0.4298631419
292	0.4296855927
293	0.4293880463
294	0.4292964521
295	0.4290136669
296	0.4288958674
297	0.4287320427
298	0.4284792361
299	0.428261052
300	0.4280253286
301	0.4278293693
302	0.4276340733
303	0.4273670445
304	0.4272820017
305	0.4271134916
306	0.4269895968
307	0.4268162769
308	0.4266079612
309	0.4264745298
310	0.4262641824
311	0.4261240337
312	0.4259364501
313	0.4257484934
314	0.4255745929
315	0.4254147903
316	0.4252745587
317	0.4251422467
318	0.4250237009
319	0.4248569323
320	0.4246958857
321	0.4245743959
322	0.4244131835
323	0.4242940571
324	0.4240667094
325	0.4238242688
326	0.4237151768
327	0.4234736069
328	0.4232811306
329	0.4230659319
330	0.4228535528
331	0.4226915525
332	0.4225614797
333	0.4222883971
334	0.4222062982
335	0.4220520517
336	0.4218851172
337	0.4217204218
338	0.4215407993
339	0.4214466344
340	0.4212131915
341	0.421007571
342	0.4209006766
343	0.4207948602
344	0.4206421479
345	0.4202940153
346	0.4202375827
347	0.4200470137
348	0.419917231
349	0.4197493014
350	0.4196657927
351	0.4195318637
352	0.4194932191
353	0.419324709
354	0.4192316636
355	0.4191189227
356	0.4190104111
357	0.4188688527
358	0.4188003125
359	0.4187221527
360	0.4185594061
361	0.4183947936
362	0.4181276819
363	0.4179538229
364	0.4178435284
365	0.4177536342
366	0.4176147295
367	0.4174377607
368	0.4173812037
369	0.4170441006
370	0.4169268815
371	0.4167985087
372	0.4166700529
373	0.4165088819
374	0.4163331571
375	0.4161653933
376	0.4159654534
377	0.4157140151
378	0.4155214558
379	0.4153703607
380	0.4152504879
381	0.4150957025
382	0.4148445544
383	0.4147581847
384	0.4146247532
385	0.414480085
386	0.4144289597
387	0.4143329289
388	0.414169892
389	0.4140702538
390	0.4139230148
391	0.4138635967
392	0.4136526688
393	0.4134883881
394	0.4133778448
395	0.4132231422
396	0.4131106501
397	0.412966977
398	0.4128585069
399	0.4127638029
400	0.4126190517
401	0.4124444879
402	0.412266441
403	0.4121640247
404	0.41198179
405	0.411797565
406	0.4116518601
407	0.4115739076
408	0.4113835045
409	0.4112977152
410	0.4112001502
411	0.4110549429
412	0.4108961354
413	0.4107468647
414	0.4105810082
415	0.4104494427
416	0.4102921693
417	0.4102227999
418	0.4101164445
419	0.4100040768
420	0.4099644785
421	0.409797005
422	0.4097466261
423	0.4096357926
424	0.4095551035
425	0.4094061644
426	0.4092802794
427	0.4091909657
428	0.4090980861
429	0.4089481934
430	0.4088670896
431	0.4087387583
432	0.4086008901
433	0.408430141
434	0.4083125073
435	0.4079967167
436	0.4079031737
437	0.4077912206
438	0.4076655844
439	0.4075205844
440	0.4073678722
441	0.4072568313
442	0.4072108061
443	0.4070784942
444	0.4069554702
445	0.4068440976
446	0.4067672647
447	0.4066355747
448	0.4064981212
449	0.4063933829
450	0.4063397698
451	0.4060128668
452	0.4058446055
453	0.4057259767
454	0.4056677196
455	0.4055169976
456	0.4053217846
457	0.4051830458
458	0.4050346872
459	0.4048808554
460	0.4046700519
461	0.4046064045
462	0.4044203551
463	0.4042811186
464	0.4040770323
465	0.4039386252
466	0.4038339698
467	0.4036462618
468	0.4035839827
469	0.4034240557
470	0.4033978504
471	0.403294356
472	0.4031204555
473	0.4030482251
474	0.4029240816
475	0.4028569097
476	0.4027843475
477	0.4026103227
478	0.4023962436
479	0.4022650097
480	0.4020541647
481	0.4019357432
482	0.4017829066
483	0.4017151542
484	0.4016664339
485	0.4014854846
486	0.4014361008
487	0.401303623
488	0.4012033214
489	0.4010722119
490	0.4009446683
491	0.4008218516
492	0.4006118774
493	0.4004822607
494	0.4003311655
495	0.4002210368
496	0.4001213157
497	0.4000605708
498	0.399943103
499	0.3998057739
500	0.3995935606
501	0.399509347
502	0.399377657
503	0.3992186422
504	0.3991220308
505	0.3990520809
506	0.3988980003
507	0.3988145745
508	0.3987231877
509	0.3985850707
510	0.3983722355
511	0.3982784437
512	0.3981691858
513	0.398071372
514	0.3980018782
515	0.3978647978
516	0.3977229077
517	0.3976423015
518	0.3975140945
519	0.397389951
520	0.3972551097
521	0.3971658375
522	0.3969593048
523	0.3968445736
524	0.3966689732
525	0.3964422475
526	0.396334192
527	0.3961201543
528	0.3959945596
529	0.3958337203
530	0.3957077524
531	0.3956411196
532	0.3954210696
533	0.395252601
534	0.3950841323
535	0.3949883502
536	0.3948128742
537	0.3947091725
538	0.3945994584
539	0.3944900761
540	0.3943447445
541	0.3942856581
542	0.3941992055
543	0.3940289539
544	0.3938391312
545	0.3937853938
546	0.3936469037
547	0.3935114819
548	0.3933613819
549	0.3932068866
550	0.3930998263
551	0.3929922684
552	0.3929145232
553	0.3927788112
554	0.392658441
555	0.392594296
556	0.3924771599
557	0.3924189029
558	0.3921501326
559	0.3920668726
560	0.391987925
561	0.3918517154
562	0.3916331996
563	0.3915799182
564	0.3914724433
565	0.391397725
566	0.3912980453
567	0.3912448054
568	0.3911800385
569	0.3910714025
570	0.390966913
571	0.3908635844
572	0.390787332
573	0.3907091307
574	0.3905818359
575	0.3903622005
576	0.3902110224
577	0.3901088134
578	0.390026673
579	0.3898295527
580	0.38976802
581	0.3896304835
582	0.3895794412
583	0.3894827055
584	0.3892557725
585	0.3891999618
586	0.3891476756
587	0.3890060342
588	0.3887725498
589	0.3886406525
590	0.3885327215
591	0.3883410329
592	0.388228914
593	0.3881454882
594	0.3880771554
595	0.3878974085
596	0.3877624429
597	0.3876921198
598	0.387551515
599	0.3874629477
600	0.3873670412
601	0.3872679835
602	0.3870470213
603	0.386986691
604	0.3868089344
605	0.3867086328
606	0.3866565538
607	0.3864797509
608	0.3863077164
609	0.3862240004
610	0.3860340533
611	0.3857552487
612	0.3855777823
613	0.3854542193
614	0.385403177
615	0.3853465785
616	0.3852248814
617	0.3851150015
618	0.3850104705
619	0.3849182958
620	0.3847850302
621	0.384657072
622	0.3845221063
623	0.384385648
624	0.3843234518
625	0.3842219892
626	0.3840555937
627	0.3839922781
628	0.3839354308
629	0.3837463959
630	0.3836316648
631	0.3835309485
632	0.3833419551
633	0.3832434779
634	0.3831304467
635	0.3830489283
636	0.3830117765
637	0.3828771011
638	0.3825889256
639	0.382437084
640	0.382381066
641	0.382250537
642	0.3821764822
643	0.3819585883
644	0.3817919026
645	0.3816566467
646	0.3815462693
647	0.3814087743
648	0.3813008018
649	0.3812666354
650	0.3811931195
651	0.3810941033
652	0.3809806575
653	0.3808860779
654	0.3807754931
655	0.3806564497
656	0.3805033642
657	0.3803374249
658	0.3802933071
659	0.3801604147
660	0.3800062926
661	0.3798339678
662	0.3797211025
663	0.3796461769
664	0.3795469533
665	0.3794000874
666	0.3792896271
667	0.3791335562
668	0.3790350375
669	0.3789522752
670	0.3788180144
671	0.3786892684
672	0.3785690225
673	0.3784440082
674	0.378344909
675	0.3780681776
676	0.3779898934
677	0.3778936137
678	0.3778047562
679	0.3776556927
680	0.3775816378
681	0.3774977145
682	0.3772745547
683	0.3772145562
684	0.3771040543
685	0.3770019282
686	0.3768956972
687	0.3767412434
688	0.3766098437
689	0.3764679121
690	0.3763675275
691	0.3762331009
692	0.3761163794
693	0.3758034084
694	0.3757148411
695	0.3755804145
696	0.3753971017
697	0.3753317128
698	0.3750915527
699	0.3749771533
700	0.3747838062
701	0.3747410567
702	0.3746008666
703	0.3745107236
704	0.3744520934
705	0.374292498
706	0.3741929427
707	0.3741425639
708	0.3740277912
709	0.373860608
710	0.3737414402
711	0.3736238894
712	0.3734264788
713	0.3733383262
714	0.3732671323
715	0.3731258226
716	0.3728844187
717	0.3726145703
718	0.3725956212
719	0.3724193573
720	0.3722703768
721	0.3720650466
722	0.3719759402
723	0.37186237
724	0.3717707758
725	0.3717041016
726	0.3716090658
727	0.3713801011
728	0.3712164837
729	0.3711135698
730	0.3710320514
731	0.3709496208
732	0.3707587615
733	0.3706436987
734	0.3705854831
735	0.3704761837
736	0.3703947067
737	0.3702619801
738	0.3701999498
739	0.3700998555
740	0.3699956148
741	0.3697864698
742	0.3697012611
743	0.3696006692
744	0.3694630498
745	0.3693586432
746	0.3692173751
747	0.3690962999
748	0.3689732344
749	0.3688445713
750	0.3686476168
751	0.3684208911
752	0.3682542055
753	0.3681266204
754	0.3680225041
755	0.3679176828
756	0.3677652608
757	0.3676037581
758	0.3673730933
759	0.3672522669
760	0.3671945489
761	0.3670993888
762	0.3669307958
763	0.3666837112
764	0.3665677776
765	0.3664860103
766	0.3662768654
767	0.3661646636
768	0.3660041146
769	0.3657949696
770	0.3657265539
771	0.3655769514
772	0.3654589031
773	0.3652579266
774	0.3651427808
775	0.3649598827
776	0.3648673348
777	0.3646128696
778	0.3644961896
779	0.364396966
780	0.3643237404
781	0.3642253461
782	0.3639807079
783	0.363832225
784	0.3636492024
785	0.363564823
786	0.3632737865
787	0.3630409241
788	0.3629334491
789	0.3628669822
790	0.3628028372
791	0.3627104552
792	0.3626118536
793	0.3625254424
794	0.3623530346
795	0.3622833335
796	0.3621628388
797	0.3620343416
798	0.361956472
799	0.3618540557
800	0.361683887
801	0.3615411261
802	0.3614681078
803	0.3614083166
804	0.3612260818
805	0.3610545449
806	0.3609812363
807	0.3608502098
808	0.3607664108
809	0.3606400697
810	0.3605696637
811	0.3603790117
812	0.3601245051
813	0.3599732026
814	0.3599339361
815	0.3598644422
816	0.3597187374
817	0.3596344823
818	0.3595496468
819	0.3594435816
820	0.3593956491
821	0.3592856863
822	0.3591537061
823	0.3591401473
824	0.3590219746
825	0.3589805935
826	0.3588147371
827	0.3586842081
828	0.3585854406
829	0.358415728
830	0.3583331315
831	0.35818299
832	0.3580585148
833	0.3579233833
834	0.3578864802
835	0.3577719979
836	0.357690438
837	0.3575488381
838	0.3574243628
839	0.3573333491
840	0.3571053381
841	0.3568828002
842	0.3567925329
843	0.3565596705
844	0.3564899279
845	0.3563262276
846	0.3562063549
847	0.3560642574
848	0.35605555
849	0.355891518
850	0.3558746835
851	0.3557201054
852	0.3556137914
853	0.3555200826
854	0.3554307274
855	0.3552763151
856	0.3552351827
857	0.3550553529
858	0.3548976649
859	0.3547390648
860	0.3546206018
861	0.3544900728
862	0.35439342
863	0.3541693065
864	0.3541246912
865	0.3538134202
866	0.3536387734
867	0.3534606436
868	0.3533976182
869	0.3533627054
870	0.3533326025
871	0.3531251576
872	0.3528978928
873	0.3527020579
874	0.3524834177
875	0.3523043757
876	0.3521488853
877	0.3520802208
878	0.3519069008
879	0.3518025771
880	0.3516894631
881	0.3515972469
882	0.3514277417
883	0.3513247863
884	0.3511816108
885	0.3510134324
886	0.3508902011
887	0.3507097908
888	0.3506400482
889	0.3504414351
890	0.3503705315
891	0.3502917912
892	0.3500799511
893	0.3500081353
894	0.3499133069
895	0.3497978708
896	0.3496335071
897	0.3495564253
898	0.3495199784
899	0.3493035358
900	0.3491566699
901	0.3490310337
902	0.3489274149
903	0.3489085073
904	0.348806008
905	0.3486821548
906	0.3485931314
907	0.3485004176
908	0.3483429784
909	0.3482509696
910	0.3481283603
911	0.3480774423
912	0.3479853506
913	0.3477307403
914	0.3475107939
915	0.3472928172
916	0.3472397431
917	0.3471060007
918	0.3469825413
919	0.3467538253
920	0.3466232549
921	0.3465144531
922	0.3463477674
923	0.3461543581
924	0.3459480327
925	0.3458572885
926	0.3457260546
927	0.3456620755
928	0.345495535
929	0.3453853856
930	0.3452582981
931	0.3451352327
932	0.3450749853
933	0.3448756259
934	0.3447895465
935	0.3445923639
936	0.3444878744
937	0.3443757969
938	0.344212532
939	0.3440991899
940	0.3440338218
941	0.3439100929
942	0.3438436674
943	0.3437163726
944	0.3435865485
945	0.3434716515
946	0.3433397542
947	0.3431985689
948	0.3430083731
949	0.3428920663
950	0.3428539815
951	0.342735332
952	0.3426559282
953	0.3425688951
954	0.3423649332
955	0.3422067062
956	0.3420149347
957	0.3419480531
958	0.3417785064
959	0.3415539368
960	0.3414685001
961	0.3412874056
962	0.3411299042
963	0.3409420096
964	0.3407473771
965	0.3405975052
966	0.3405218124
967	0.3403398265
968	0.3401905557
969	0.3400631158
970	0.3400235591
971	0.3398425061
972	0.339698833
973	0.3395214703
974	0.3394774561
975	0.3393470515
976	0.3392781382
977	0.3391064976
978	0.3389631147
979	0.3388800828
980	0.3387809836
981	0.3386781734
982	0.3385179976
983	0.3383713598
984	0.3382599872
985	0.338110986
986	0.3380684023
987	0.3380000073
988	0.3378512341
989	0.3377090744
990	0.3376126082
991	0.3374253978
992	0.3372975432
993	0.3371174854
994	0.3370079787
995	0.3368540847
996	0.3367322632
997	0.3364940312
998	0.3363816013
999	0.3363072976
